MSA-length50-num1.dat	10.5954189301
MSA-length75-num1.dat	13.3952548504
MSA-length100-num1.dat	15.1909370422
MSA-length125-num1.dat	19.2327649593
MSA-length150-num1.dat	22.0875720978
MSA-length175-num1.dat	35.7951622009
MSA-length200-num1.dat	46.8011260033
MSA-length225-num1.dat	51.9205598831
MSA-length250-num1.dat	47.5464580059
MSA-length275-num1.dat	53.2722899914
MSA-length300-num1.dat	73.4753201008
MSA-length325-num1.dat	42.284662962
MSA-length350-num1.dat	70.0294849873
MSA-length375-num1.dat	71.1487708092
MSA-length400-num1.dat	88.3832669258
MSA-length425-num1.dat	78.8597290516
MSA-length450-num1.dat	99.6155450344
MSA-length475-num1.dat	99.9471850395
MSA-length50-num10.dat	9.8253068924
MSA-length75-num10.dat	15.5602669716
MSA-length100-num10.dat	19.2540080547
MSA-length125-num10.dat	20.4897809029
MSA-length150-num10.dat	26.864369154
MSA-length175-num10.dat	33.9887959957
MSA-length200-num10.dat	37.9273710251
MSA-length225-num10.dat	48.1885671616
MSA-length250-num10.dat	51.6263229847
MSA-length275-num10.dat	62.4762251377
MSA-length300-num10.dat	53.9112670422
MSA-length325-num10.dat	59.6620919704
MSA-length350-num10.dat	76.9633090496
MSA-length375-num10.dat	73.3069169521
MSA-length400-num10.dat	70.3308517933
MSA-length425-num10.dat	103.564615011
MSA-length450-num10.dat	83.4400060177
MSA-length475-num10.dat	98.612514019
MSA-length50-num11.dat	5.82567095757
MSA-length75-num11.dat	15.8724589348
MSA-length100-num11.dat	19.047096014
MSA-length125-num11.dat	31.6723101139
MSA-length150-num11.dat	26.9175360203
MSA-length175-num11.dat	38.6354908943
MSA-length200-num11.dat	50.3518569469
MSA-length225-num11.dat	34.1997191906
MSA-length250-num11.dat	70.4667019844
MSA-length275-num11.dat	59.1929190159
MSA-length300-num11.dat	47.7272000313
MSA-length325-num11.dat	64.8108761311
MSA-length350-num11.dat	74.427216053
MSA-length375-num11.dat	86.0784220695
MSA-length400-num11.dat	95.9301810265
MSA-length425-num11.dat	100.976028919
MSA-length450-num11.dat	105.097586155
MSA-length475-num11.dat	83.5460050106
MSA-length50-num12.dat	8.48793196678
MSA-length75-num12.dat	13.25527215
MSA-length100-num12.dat	16.7160801888
MSA-length125-num12.dat	23.8835170269
MSA-length150-num12.dat	29.1272380352
MSA-length175-num12.dat	35.3086149693
MSA-length200-num12.dat	40.725260973
MSA-length225-num12.dat	51.2433841228
MSA-length250-num12.dat	45.3817770481
MSA-length275-num12.dat	58.591586113
MSA-length300-num12.dat	63.0905489922
MSA-length325-num12.dat	74.3538460732
MSA-length350-num12.dat	68.0747578144
MSA-length375-num12.dat	89.626185894
MSA-length400-num12.dat	79.5082631111
MSA-length425-num12.dat	86.6891789436
MSA-length450-num12.dat	92.5167191029
MSA-length475-num12.dat	107.66297102
MSA-length50-num13.dat	0.416534900665
MSA-length75-num13.dat	12.7906870842
MSA-length100-num13.dat	22.4628858566
MSA-length125-num13.dat	24.5474271774
MSA-length150-num13.dat	26.4858272076
MSA-length175-num13.dat	36.2432692051
MSA-length200-num13.dat	43.0494229794
MSA-length225-num13.dat	34.0957717896
MSA-length250-num13.dat	61.9581241608
MSA-length275-num13.dat	54.3246510029
MSA-length300-num13.dat	55.4722800255
MSA-length325-num13.dat	67.0003330708
MSA-length350-num13.dat	66.8973398209
MSA-length375-num13.dat	72.6551909447
MSA-length400-num13.dat	91.9985730648
MSA-length425-num13.dat	102.332788944
MSA-length450-num13.dat	102.117645025
MSA-length475-num13.dat	127.172147989
MSA-length50-num14.dat	8.13353013992
MSA-length75-num14.dat	10.0452678204
MSA-length100-num14.dat	17.1766769886
MSA-length125-num14.dat	25.1173939705
MSA-length150-num14.dat	31.0253300667
MSA-length175-num14.dat	42.5971720219
MSA-length200-num14.dat	41.9674141407
MSA-length225-num14.dat	38.1848671436
MSA-length250-num14.dat	59.6866731644
MSA-length275-num14.dat	47.4939260483
MSA-length300-num14.dat	74.7322461605
MSA-length325-num14.dat	66.8778040409
MSA-length350-num14.dat	71.7202029228
MSA-length375-num14.dat	92.1968650818
MSA-length400-num14.dat	78.9162931442
MSA-length425-num14.dat	87.7818000317
MSA-length450-num14.dat	95.7793869972
MSA-length475-num14.dat	98.4872069359
MSA-length50-num15.dat	6.47222495079
MSA-length75-num15.dat	13.8888990879
MSA-length100-num15.dat	17.6256411076
MSA-length125-num15.dat	28.4877419472
MSA-length150-num15.dat	27.0239009857
MSA-length175-num15.dat	35.1250720024
MSA-length200-num15.dat	41.0410749912
MSA-length225-num15.dat	42.2264239788
MSA-length250-num15.dat	64.8591170311
MSA-length275-num15.dat	71.3615140915
MSA-length300-num15.dat	65.1460900307
MSA-length325-num15.dat	83.294727087
MSA-length350-num15.dat	67.5882918835
MSA-length375-num15.dat	72.1007831097
MSA-length400-num15.dat	92.3755540848
MSA-length425-num15.dat	93.4697129726
MSA-length450-num15.dat	107.619482994
MSA-length475-num15.dat	104.425832987
MSA-length50-num16.dat	6.07069396973
MSA-length75-num16.dat	17.8814630508
MSA-length100-num16.dat	17.723170042
MSA-length125-num16.dat	29.7848820686
MSA-length150-num16.dat	25.2460579872
MSA-length175-num16.dat	42.4021699429
MSA-length200-num16.dat	54.1006569862
MSA-length225-num16.dat	44.1456098557
MSA-length250-num16.dat	49.9747297764
MSA-length275-num16.dat	60.1280739307
MSA-length300-num16.dat	53.8970441818
MSA-length325-num16.dat	66.3845939636
MSA-length350-num16.dat	80.2834990025
MSA-length375-num16.dat	69.0406749249
MSA-length400-num16.dat	92.085201025
MSA-length425-num16.dat	91.8475329876
MSA-length450-num16.dat	94.3227100372
MSA-length475-num16.dat	100.529964924
MSA-length50-num17.dat	10.5416798592
MSA-length75-num17.dat	11.2854180336
MSA-length100-num17.dat	16.9918789864
MSA-length125-num17.dat	27.3862810135
MSA-length150-num17.dat	29.145966053
MSA-length175-num17.dat	30.9403791428
MSA-length200-num17.dat	45.989991188
MSA-length225-num17.dat	33.3288869858
MSA-length250-num17.dat	47.7172179222
MSA-length275-num17.dat	51.0557022095
MSA-length300-num17.dat	68.7629590034
MSA-length325-num17.dat	61.3406889439
MSA-length350-num17.dat	89.5675780773
MSA-length375-num17.dat	75.4263288975
MSA-length400-num17.dat	81.8266148567
MSA-length425-num17.dat	83.9134850502
MSA-length450-num17.dat	94.6965110302
MSA-length475-num17.dat	89.7253987789
MSA-length50-num18.dat	12.6112680435
MSA-length75-num18.dat	12.2898249626
MSA-length100-num18.dat	17.1003718376
MSA-length125-num18.dat	19.0914769173
MSA-length150-num18.dat	27.7120521069
MSA-length175-num18.dat	39.4141669273
MSA-length200-num18.dat	40.7312259674
MSA-length225-num18.dat	31.9191060066
MSA-length250-num18.dat	53.2251441479
MSA-length275-num18.dat	48.5857100487
MSA-length300-num18.dat	52.2303719521
MSA-length325-num18.dat	72.5860879421
MSA-length350-num18.dat	62.7469220161
MSA-length375-num18.dat	70.4814519882
MSA-length400-num18.dat	89.4384009838
MSA-length425-num18.dat	83.3504490852
MSA-length450-num18.dat	78.0747098923
MSA-length475-num18.dat	100.873077154
MSA-length50-num19.dat	10.7718691826
MSA-length75-num19.dat	17.7767119408
MSA-length100-num19.dat	28.65873909
MSA-length125-num19.dat	22.2321288586
MSA-length150-num19.dat	31.848195076
MSA-length175-num19.dat	34.6290040016
MSA-length200-num19.dat	39.7518157959
MSA-length225-num19.dat	52.505409956
MSA-length250-num19.dat	45.0337889194
MSA-length275-num19.dat	66.023619175
MSA-length300-num19.dat	61.9046740532
MSA-length325-num19.dat	59.4085850716
MSA-length350-num19.dat	84.946570158
MSA-length375-num19.dat	94.173584938
MSA-length400-num19.dat	87.5939049721
MSA-length425-num19.dat	102.762360096
MSA-length450-num19.dat	97.2485849857
MSA-length475-num19.dat	93.0304050446
MSA-length50-num2.dat	5.3891108036
MSA-length75-num2.dat	13.3165640831
MSA-length100-num2.dat	22.0469930172
MSA-length125-num2.dat	18.7358398438
MSA-length150-num2.dat	23.1960129738
MSA-length175-num2.dat	33.9803860188
MSA-length200-num2.dat	50.0152738094
MSA-length225-num2.dat	46.9459731579
MSA-length250-num2.dat	54.1181960106
MSA-length275-num2.dat	53.6838648319
MSA-length300-num2.dat	59.0775029659
MSA-length325-num2.dat	74.2357459068
MSA-length350-num2.dat	87.2817928791
MSA-length375-num2.dat	86.5489439964
MSA-length400-num2.dat	100.878500938
MSA-length425-num2.dat	93.505188942
MSA-length450-num2.dat	92.160323143
MSA-length475-num2.dat	104.630767107
MSA-length50-num20.dat	7.43752503395
MSA-length75-num20.dat	11.4608459473
MSA-length100-num20.dat	18.4926419258
MSA-length125-num20.dat	29.1383140087
MSA-length150-num20.dat	31.3185260296
MSA-length175-num20.dat	21.6501019001
MSA-length200-num20.dat	34.2558600903
MSA-length225-num20.dat	46.7072629929
MSA-length250-num20.dat	59.3666379452
MSA-length275-num20.dat	52.6773378849
MSA-length300-num20.dat	60.4191329479
MSA-length325-num20.dat	67.4457819462
MSA-length350-num20.dat	95.1436789036
MSA-length375-num20.dat	86.9947218895
MSA-length400-num20.dat	78.783465147
MSA-length425-num20.dat	104.183632851
MSA-length450-num20.dat	99.7206981182
MSA-length475-num20.dat	86.0985059738
MSA-length50-num21.dat	12.6950120926
MSA-length75-num21.dat	12.6447319984
MSA-length100-num21.dat	20.382283926
MSA-length125-num21.dat	24.1457169056
MSA-length150-num21.dat	25.6004500389
MSA-length175-num21.dat	37.040088892
MSA-length200-num21.dat	39.9904010296
MSA-length225-num21.dat	44.385119915
MSA-length250-num21.dat	44.8013868332
MSA-length275-num21.dat	58.9202189445
MSA-length300-num21.dat	64.4339928627
MSA-length325-num21.dat	75.7689290047
MSA-length350-num21.dat	64.3301799297
MSA-length375-num21.dat	87.770676136
MSA-length400-num21.dat	102.989749908
MSA-length425-num21.dat	76.9107470512
MSA-length450-num21.dat	102.50472784
MSA-length475-num21.dat	91.2164161205
MSA-length50-num22.dat	8.08268117905
MSA-length75-num22.dat	12.5670659542
MSA-length100-num22.dat	25.0750908852
MSA-length125-num22.dat	16.7930049896
MSA-length150-num22.dat	25.2481219769
MSA-length175-num22.dat	32.9936490059
MSA-length200-num22.dat	47.8834428787
MSA-length225-num22.dat	45.619674921
MSA-length250-num22.dat	47.1145222187
MSA-length275-num22.dat	55.046391964
MSA-length300-num22.dat	61.7569019794
MSA-length325-num22.dat	56.46113801
MSA-length350-num22.dat	72.7640249729
MSA-length375-num22.dat	69.5676109791
MSA-length400-num22.dat	81.1172740459
MSA-length425-num22.dat	86.1722049713
MSA-length450-num22.dat	108.190916777
MSA-length475-num22.dat	97.1936261654
MSA-length50-num23.dat	5.87578892708
MSA-length75-num23.dat	16.9993128777
MSA-length100-num23.dat	19.9633829594
MSA-length125-num23.dat	27.1236348152
MSA-length150-num23.dat	36.9200401306
MSA-length175-num23.dat	24.7240250111
MSA-length200-num23.dat	57.2077929974
MSA-length225-num23.dat	42.2283189297
MSA-length250-num23.dat	62.5060038567
MSA-length275-num23.dat	57.6284909248
MSA-length300-num23.dat	54.8829469681
MSA-length325-num23.dat	67.6648099422
MSA-length350-num23.dat	81.7622568607
MSA-length375-num23.dat	82.3464741707
MSA-length400-num23.dat	86.6761620045
MSA-length425-num23.dat	90.1481530666
MSA-length450-num23.dat	98.1999981403
MSA-length475-num23.dat	109.223202944
MSA-length50-num24.dat	7.27274012566
MSA-length75-num24.dat	10.8871631622
MSA-length100-num24.dat	24.9283339977
MSA-length125-num24.dat	28.0387780666
MSA-length150-num24.dat	23.3912348747
MSA-length175-num24.dat	35.4310760498
MSA-length200-num24.dat	43.1539928913
MSA-length225-num24.dat	47.6339409351
MSA-length250-num24.dat	48.1915099621
MSA-length275-num24.dat	47.7954399586
MSA-length300-num24.dat	64.7471530437
MSA-length325-num24.dat	61.8075690269
MSA-length350-num24.dat	59.6316480637
MSA-length375-num24.dat	82.0139658451
MSA-length400-num24.dat	91.7692239285
MSA-length425-num24.dat	84.124712944
MSA-length450-num24.dat	96.4909090996
MSA-length475-num24.dat	115.359157085
MSA-length50-num25.dat	5.89054298401
MSA-length75-num25.dat	12.580343008
MSA-length100-num25.dat	14.3451581001
MSA-length125-num25.dat	19.6129500866
MSA-length150-num25.dat	24.6678290367
MSA-length175-num25.dat	38.4417219162
MSA-length200-num25.dat	36.1329438686
MSA-length225-num25.dat	41.8693668842
MSA-length250-num25.dat	45.7265810966
MSA-length275-num25.dat	58.1513440609
MSA-length300-num25.dat	53.6739649773
MSA-length325-num25.dat	80.8692450523
MSA-length350-num25.dat	82.9189739227
MSA-length375-num25.dat	109.818372965
MSA-length400-num25.dat	98.900698185
MSA-length425-num25.dat	83.4735159874
